flight_id,airline,source,destination,route,departure_time,arrival_time,duration_minutes
SJ186,SPICEJET,CCU,DEL,CCU → DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,131.0
UK001,VISTARA,CCU,DEL,CCU → DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,85.0
AI217,AIR INDIA,CCU,BLR,CCU → BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,137.0
6F178,INDIGO,BOM,CCU,BOM → CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,263.0
UK015,VISTARA,BLR,BOM,BLR → BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,107.0
AI112,AIR INDIA,DEL,BLR,DEL → BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,223.0
UK100,VISTARA,CCU,BLR,CCU → BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,152.0
6F133,INDIGO,MAA,BLR,MAA → BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,107.0
AI227,AIR INDIA,BLR,MAA,BLR → MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,226.0
UK093,VISTARA,HYD,CCU,HYD → CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,50.0
UK203,VISTARA,BLR,HYD,BLR → HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,72.0
UK154,VISTARA,MAA,HYD,MAA → HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,237.0
UK073,VISTARA,BLR,CCU,BLR → CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,250.0
AI164,AIR INDIA,DEL,BLR,DEL → BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,108.0
UK008,VISTARA,CCU,BLR,CCU → BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,37.0
UK051,VISTARA,HYD,DEL,HYD → DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,180.0
UK208,VISTARA,DEL,CCU,DEL → CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,297.0
AI150,AIR INDIA,BOM,DEL,BOM → DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,47.0
AI189,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,108.0
6F230,INDIGO,CCU,BLR,CCU → BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,193.0
6F169,INDIGO,BOM,DEL,BOM → DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,279.0
AI205,AIR INDIA,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,108.0
AI103,AIR INDIA,BLR,BOM,BLR → BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,38.0
6F250,UNKNOWN,DEL,BLR,DEL → BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,244.0
AI246,AIR INDIA,BOM,BLR,BOM → BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,199.0
6F187,INDIGO,BOM,MAA,BOM → MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,258.0
AI082,AIR INDIA,DEL,CCU,DEL → CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,162.0
UK116,VISTARA,CCU,BOM,CCU → BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,228.0
SJ169,SPICEJET,BOM,MAA,BOM → MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,286.0
AI175,AIR INDIA,BOM,HYD,BOM → HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,227.0
SJ098,SPICEJET,HYD,MAA,HYD → MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,35.0
SJ191,SPICEJET,BLR,BOM,BLR → BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,82.0
SJ017,SPICEJET,DEL,MAA,DEL → MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,123.0
UK188,VISTARA,MAA,BLR,MAA → BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,49.0
AI196,AIR INDIA,MAA,HYD,MAA → HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,93.0
AI068,AIR INDIA,BOM,BLR,BOM → BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,120.00496666666666
SJ097,SPICEJET,BOM,CCU,BOM → CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,170.0
SJ030,SPICEJET,DEL,HYD,DEL → HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,43.0
6F179,INDIGO,HYD,MAA,HYD → MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,255.0
6F156,INDIGO,MAA,BOM,MAA → BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,154.0
SJ057,SPICEJET,BOM,CCU,BOM → CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,192.0
6F036,INDIGO,CCU,BLR,CCU → BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,283.0
6F201,INDIGO,CCU,BOM,CCU → BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,280.0
6F143,INDIGO,CCU,DEL,CCU → DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,239.0
6F177,INDIGO,HYD,MAA,HYD → MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,142.0
6F031,INDIGO,BOM,BLR,BOM → BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,277.0
UK165,VISTARA,DEL,BLR,DEL → BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,253.0
6F122,INDIGO,DEL,BLR,DEL → BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,224.0
AI009,UNKNOWN,DEL,CCU,DEL → CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,154.0
6F046,INDIGO,DEL,BLR,DEL → BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,221.0
AI051,AIR INDIA,MAA,BLR,MAA → BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,55.0
UK222,VISTARA,BOM,CCU,BOM → CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,95.0
SJ127,SPICEJET,BOM,DEL,BOM → DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,157.0
AI226,UNKNOWN,BLR,HYD,BLR → HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,169.0
AI216,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,84.0
6F058,INDIGO,BOM,CCU,BOM → CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,149.0
SJ207,SPICEJET,DEL,CCU,DEL → CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,193.0
SJ198,SPICEJET,CCU,BOM,CCU → BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,281.0
SJ108,SPICEJET,BLR,HYD,BLR → HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,156.0
SJ155,SPICEJET,DEL,CCU,DEL → CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,300.0
6F193,INDIGO,BOM,MAA,BOM → MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,118.0
6F019,INDIGO,BLR,BOM,BLR → BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,235.0
AI102,AIR INDIA,CCU,BLR,CCU → BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,291.0
6F166,INDIGO,BOM,CCU,BOM → CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,270.0
UK175,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,202.0
6F010,INDIGO,DEL,BLR,DEL → BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,231.0
AI234,AIR INDIA,BOM,MAA,BOM → MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,104.0
UK135,VISTARA,HYD,DEL,HYD → DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,113.0
6F272,UNKNOWN,HYD,MAA,HYD → MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,47.0
AI061,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,91.0
6F070,INDIGO,HYD,DEL,HYD → DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,181.0
AI015,AIR INDIA,BLR,CCU,BLR → CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,114.0
SJ076,SPICEJET,DEL,MAA,DEL → MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,181.0
SJ029,UNKNOWN,HYD,DEL,HYD → DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,87.0
SJ194,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,225.0
AI235,AIR INDIA,BLR,HYD,BLR → HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,207.0
SJ048,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,96.0
SJ114,SPICEJET,HYD,DEL,HYD → DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,200.0
SJ146,SPICEJET,HYD,BLR,HYD → BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,116.0
UK041,VISTARA,HYD,MAA,HYD → MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,67.0
6F075,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,282.0
SJ020,SPICEJET,BLR,BOM,BLR → BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,249.0
SJ099,UNKNOWN,MAA,BLR,MAA → BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,140.0
6F078,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,93.0
UK219,VISTARA,BOM,HYD,BOM → HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,258.0
UK223,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,32.0
UK227,VISTARA,BOM,HYD,BOM → HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,230.0
6F260,UNKNOWN,CCU,DEL,CCU → DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,203.0
AI096,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,298.0
6F022,INDIGO,MAA,BLR,MAA → BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,259.0
6F237,INDIGO,HYD,MAA,HYD → MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,183.0
UK146,VISTARA,BOM,MAA,BOM → MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,148.0
SJ015,SPICEJET,BOM,CCU,BOM → CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,72.0
AI108,AIR INDIA,BLR,CCU,BLR → CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,165.0
UK020,VISTARA,MAA,BLR,MAA → BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,75.0
6F113,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,266.0
6F112,INDIGO,HYD,DEL,HYD → DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0
6F246,INDIGO,HYD,DEL,HYD → DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,136.0
UK158,VISTARA,BOM,MAA,BOM → MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,33.0
UK159,VISTARA,CCU,BLR,CCU → BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,167.0
UK084,VISTARA,MAA,DEL,MAA → DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,216.0
SJ206,SPICEJET,DEL,CCU,DEL → CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,278.0
UK044,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,178.0
SJ036,SPICEJET,DEL,HYD,DEL → HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,210.0
6F176,INDIGO,CCU,DEL,CCU → DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,180.0
6F148,INDIGO,CCU,BOM,CCU → BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,127.0
6F202,INDIGO,HYD,BLR,HYD → BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,210.0
6F071,INDIGO,DEL,CCU,DEL → CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,253.0
AI105,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,107.0
AI241,AIR INDIA,HYD,BLR,HYD → BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,127.0
SJ162,SPICEJET,DEL,HYD,DEL → HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,139.0
6F003,INDIGO,HYD,BOM,HYD → BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0
6F249,INDIGO,HYD,BOM,HYD → BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,187.0
AI237,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,195.0
SJ134,SPICEJET,BOM,CCU,BOM → CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,257.0
AI071,AIR INDIA,BOM,MAA,BOM → MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,183.0
6F118,INDIGO,CCU,HYD,CCU → HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,69.0
6F014,INDIGO,DEL,MAA,DEL → MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,213.0
6F065,INDIGO,MAA,BLR,MAA → BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,163.0
6F271,UNKNOWN,HYD,MAA,HYD → MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,199.0
SJ070,SPICEJET,MAA,CCU,MAA → CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,113.0
6F007,INDIGO,HYD,MAA,HYD → MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,59.0
UK007,VISTARA,DEL,HYD,DEL → HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,134.0
AI097,AIR INDIA,HYD,MAA,HYD → MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,292.0
6F256,UNKNOWN,BOM,CCU,BOM → CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,33.0
UK047,VISTARA,BLR,HYD,BLR → HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,245.0
AI024,AIR INDIA,MAA,BOM,MAA → BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,67.0
UK113,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,264.0
SJ163,SPICEJET,DEL,HYD,DEL → HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,276.0
SJ208,SPICEJET,DEL,HYD,DEL → HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,61.0
SJ221,SPICEJET,MAA,HYD,MAA → HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,286.0
SJ084,SPICEJET,HYD,MAA,HYD → MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,59.0
6F127,INDIGO,HYD,BOM,HYD → BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,241.0
AI122,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,251.0
AI139,AIR INDIA,HYD,MAA,HYD → MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,61.0
UK149,VISTARA,MAA,DEL,MAA → DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,286.0
AI149,AIR INDIA,BOM,HYD,BOM → HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,197.0
SJ243,SPICEJET,BLR,DEL,BLR → DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,286.0
AI053,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,255.0
UK061,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,110.0
SJ004,SPICEJET,MAA,DEL,MAA → DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,189.0
AI173,AIR INDIA,HYD,DEL,HYD → DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,291.0
6F085,INDIGO,HYD,MAA,HYD → MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,120.00496666666666
AI252,UNKNOWN,HYD,DEL,HYD → DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,264.0
SJ109,SPICEJET,BOM,DEL,BOM → DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,184.0
UK123,VISTARA,BOM,DEL,BOM → DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,174.0
6F125,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,244.0
UK183,VISTARA,BLR,CCU,BLR → CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,83.0
AI110,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,293.0
UK105,VISTARA,CCU,HYD,CCU → HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,67.0
6F128,INDIGO,HYD,DEL,HYD → DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0
6F224,INDIGO,DEL,MAA,DEL → MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,119.0
SJ130,SPICEJET,BOM,DEL,BOM → DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,240.0
AI224,AIR INDIA,DEL,HYD,DEL → HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,285.0
SJ182,SPICEJET,CCU,BOM,CCU → BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0
UK164,VISTARA,BOM,HYD,BOM → HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,264.0
AI161,AIR INDIA,CCU,BOM,CCU → BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,180.0
6F206,INDIGO,DEL,BOM,DEL → BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,260.0
SJ204,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,101.0
AI206,AIR INDIA,CCU,MAA,CCU → MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,211.0
6F140,INDIGO,CCU,HYD,CCU → HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,111.0
6F253,UNKNOWN,MAA,BLR,MAA → BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,118.0
SJ203,UNKNOWN,DEL,HYD,DEL → HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,125.0
SJ161,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0
AI098,AIR INDIA,HYD,MAA,HYD → MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,130.0
AI168,UNKNOWN,DEL,CCU,DEL → CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,270.0
UK190,VISTARA,DEL,BLR,DEL → BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,184.0
AI085,AIR INDIA,DEL,HYD,DEL → HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,288.0
AI076,AIR INDIA,BLR,BOM,BLR → BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0
UK130,VISTARA,MAA,BLR,MAA → BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,247.0
6F038,INDIGO,HYD,MAA,HYD → MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,237.0
UK110,VISTARA,HYD,DEL,HYD → DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,287.0
SJ013,SPICEJET,DEL,MAA,DEL → MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,269.0
AI039,AIR INDIA,MAA,BLR,MAA → BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,212.0
AI248,AIR INDIA,CCU,DEL,CCU → DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0
6F199,INDIGO,DEL,MAA,DEL → MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0
AI225,AIR INDIA,BOM,BLR,BOM → BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0
SJ028,SPICEJET,CCU,BOM,CCU → BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,268.0
SJ012,SPICEJET,HYD,BLR,HYD → BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0
SJ131,SPICEJET,MAA,HYD,MAA → HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0
AI010,AIR INDIA,BOM,HYD,BOM → HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,288.0
6F020,INDIGO,BOM,HYD,BOM → HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0
SJ038,SPICEJET,BLR,DEL,BLR → DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0
UK204,VISTARA,BLR,DEL,BLR → DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0
AI036,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0
AI100,UNKNOWN,CCU,BOM,CCU → BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,220.0
SJ215,SPICEJET,CCU,DEL,CCU → DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0
UK155,VISTARA,MAA,HYD,MAA → HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,243.0
SJ173,SPICEJET,CCU,HYD,CCU → HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0
UK179,VISTARA,DEL,HYD,DEL → HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,290.0
UK221,VISTARA,CCU,DEL,CCU → DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,266.0
UK023,VISTARA,DEL,MAA,DEL → MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,288.0
SJ107,SPICEJET,BOM,MAA,BOM → MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,268.0
AI073,AIR INDIA,BOM,BLR,BOM → BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0
SJ187,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0
UK058,VISTARA,MAA,BOM,MAA → BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0
SJ063,SPICEJET,MAA,BOM,MAA → BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0
SJ062,SPICEJET,BLR,HYD,BLR → HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0
UK048,VISTARA,MAA,DEL,MAA → DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,285.0
AI181,AIR INDIA,MAA,HYD,MAA → HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0
AI003,AIR INDIA,BLR,HYD,BLR → HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0
6F041,INDIGO,MAA,BOM,MAA → BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0
6F175,INDIGO,MAA,CCU,MAA → CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0
6F013,INDIGO,BOM,CCU,BOM → CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,290.0
SJ040,SPICEJET,BOM,CCU,BOM → CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0
SJ016,SPICEJET,HYD,CCU,HYD → CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0
6F135,INDIGO,MAA,HYD,MAA → HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,46.0
6F150,INDIGO,HYD,MAA,HYD → MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0
AI083,AIR INDIA,DEL,BOM,DEL → BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,43.0
SJ166,SPICEJET,CCU,HYD,CCU → HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0
SJ027,UNKNOWN,BOM,MAA,BOM → MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0
6F134,INDIGO,BLR,MAA,BLR → MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0
UK225,VISTARA,MAA,BLR,MAA → BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0
SJ175,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0
AI182,AIR INDIA,HYD,DEL,HYD → DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0
AI190,AIR INDIA,BOM,CCU,BOM → CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0
AI120,AIR INDIA,MAA,CCU,MAA → CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0
6F132,INDIGO,MAA,BOM,MAA → BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,60.00496666666666
UK102,VISTARA,HYD,CCU,HYD → CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0
AI045,AIR INDIA,HYD,MAA,HYD → MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0
UK136,VISTARA,HYD,CCU,HYD → CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0
SJ238,SPICEJET,MAA,BLR,MAA → BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0
AI193,AIR INDIA,MAA,HYD,MAA → HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0
6F001,INDIGO,HYD,BOM,HYD → BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,95.0
6F211,INDIGO,MAA,BLR,MAA → BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0
SJ199,SPICEJET,HYD,BOM,HYD → BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0
SJ050,SPICEJET,HYD,CCU,HYD → CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,39.0
UK115,VISTARA,BLR,BOM,BLR → BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,120.00496666666666
